Designator,Mid X,Mid Y,Rotation,Layer
R8_2,118.5,-69.5,0.0,top
R8,98.5,-69.5,0.0,top
U1_12,155.9,-81.8,180.0,top
U1_11,135.9,-81.8,180.0,top
U1_10,155.9,-129.8,180.0,top
U1_9,155.9,-105.8,180.0,top
U1_8,135.9,-129.8,180.0,top
U1_7,135.9,-105.8,180.0,top
U1_6,115.9,-129.8,180.0,top
U1_5,115.9,-105.8,180.0,top
U1_4,95.9,-129.8,180.0,top
U1_3,95.9,-105.8,180.0,top
U1_2,115.9,-81.8,180.0,top
U1,95.9,-81.8,180.0,top
